Ҳаводиси рӯзҳои охар дар Эрон тамоми ҷаҳонро ба худ ҷалб намуда	حوادث روزهای آخر در ایران تمام جهان‌را به خود جلب نموده
Барои ман фарқ надорад маро тоҷик мехонанд аҷам мехонанд ё эронӣ	برای من فرق ندارد مرا تاجیک می‌خوانند عجم می‌خوانند یا ایرانی
Албатта вожаи эрониро бештар дӯст дорам чун вожаи таҳмил шудае нест	البته واژه ایرانی‌را بیشتر دوست دارم چون واژه تحمل شده ای تیست
Мутаасифона шуъури миллии мардуми Тоҷикистон то ба ҳол ба он дараҷае нарасида ва метавонад эҳсосоти мардумро алайҳи Эрони имрӯзӣ бархезонад	متاسفانه شعور ملی مردم تاجیکستان تا به حال به این درجه ای نرسیده و می‌تواند احساسات مردم‌را علیه ایران برخیزاند
Мардуми Эрони имрӯзӣ ба ҳар ҳол аз ин назар шуъури баландтаре доранд	مردم ایران امروزی به هر حال از این نظر شعور بلندتری دارند
Хуб мешуд ки ин масъала дар миёни рӯшанфикрони эронӣ бештар гузошта шавад	خوب می‌شد که این مساله در میان روشنفکران ایرانی بیشتر گذاشته شود
Ин масъала шояд зоҳиран назарногир бошад вале дар асл метавонад як масъалаи муҳимме шавад ва аз тарафи душманон мавриди истифода қарор бигирад	این مساله شاید ظاهراً نظر ناگر باشد ولی در اصل می‌تواند یک مساله مهمی شود و از طرف دشمنانمان مورد استفاده قرار بگیرد
Чанд ҳафтае шуд ки аз сафари муҷаддади худ аз меҳани азизам Тоҷикистон боз гаштам	چند هفته ای شد که از سفر مجدد خود به میهن عزیزم تاجیکستان باز گشتم
Ҳамон тавре ки ҳафтае пеш қавл додам дар бораи таассуроти сафар ин ҷо чанд ҳарфе бигӯям	همان طوری که هفته ای پیش قول دادم در باره تاثرات سفرم می‌خواهم این جا چند حرفی بگویم
Вақте дар кӯчаҳои шаҳри Душанбе қадам мезанед дигаргунии зоҳириро дар Душанбе мебинед	وقتی در کوچه‌های شهر دوشنبه قدم می‌زنید دیگر گونی ظاهری‌را در دوشنبه می‌بینید
Гӯё Душанбе шаҳри сарватмандтаре шуда ва ҳама ҷо сохтмонҳои тозаро мебинем	گویا دوشنبه شهر سروتمندتری شده و همه جا ساختمان‌های تازه‌را می‌بینیم
Чандин меҳмонхонаҳое сохта шуд ки гӯё Душанбе ба як шаҳри пурмусофире табдил ёфтааст	چندین مهمانخانه هایی ساخته شده که گویا دوشنبه به یک شهر پر از مسافر تبدل یافته است
Бутик фурӯшгоҳ- ҳои шики сершуморе дар маркази шаҳр пайдо шуда ва чандин суперморкетҳое дарҳои худро барои муштариён боз кардаанд	بوتیک فروشگاه‌های شیک سیرشماری در مرکز شهر پیدا شده و چندین سوپرمارکت هایی درهای خودرا برای مشتریان باز کرده اند
Аммо дар ин ҳолат мутаваҷҷеҳи як ҳақиқате шудам	اما در این حالت متوجه یک خقیقتی شدم
ҳамаи ин танҳо намоиши зоҳирӣ аст	همه این تنها نمایش ظاهری است
Фақр камтар нашуд ва ба назар чунин меояд ки зиндагии мардуми оддӣ беҳтар нагашта балки бадтар	فقر کمتر نشده و به نظر چنین بر می‌آید که زندگی مردم عادی بهتر نگشته بلکه بدتر
Норизояти мардум аз ҳукумат аз солҳои пеш хеле назаррас аст	نارظایت مردم از حکومت از سال‌های پیش خیلی نظررس است
Мардум пур аз ғазабу новмедӣ гаштаанд	مردم پر از غضب و ناومیدی گشته اند
Се соле пеш дар чашмон ва гуфтору кирдори мардум як умед барои ояндаи хубе мушоҳида мешуд	سه سالی پیش در چشمان و گفتار و کردار مردم یک امید برای آینده خوبی مشاهده می‌شد
Мардум бовар доштанд ки кишвар рӯ ба беҳбуд ниҳода ва боз ҳам бештар рушд хоҳад кард	مردم باور داشتند که کشور رو به بهبود نهاده و باز هم بیشتر رشد خواهد کرد
Он ахгари умедро дар мардум имсол дигар надидам	آن اخگر امیدرا در مردم امسال دیگر ندیدم
Аз гуфтаҳои мардум чунин бар меояд ки хашм аз давлати Тоҷикистон ва ин рӯҳафтодагии мардум махсусан пас аз зимистони мудҳиши гузашта ба назар мерасад	از گفته‌های مردم چنین بر می‌آید که خشم از دولت تاجیکستان و این روح افتادگی مردم مخصوصاً پس از زمستان مدحش گزشته به نظر می‌رسد
