Сити-оф-Кентерберӣ	سیتی کنتربری
Такета	تاکه‌تا
Юки	یوکی،
Гёда	گیودا،
Сагае	ساگائه،
Ясуги	یاسوگی،
Анан	آنان،
Такаҳаги	تاکاهاگی،
Усуки	اوسوکی،
Нанкоку	نانکوکو،
Ёшикава	یوشیکاوا،
Мураяма	مورایاما،
Сатте	ساته،
Мёко	میوکو،
Минамисатсума	مینامی‌ساتسوما،
Сакураи	ساکورای،
Такеҳара	تاکه‌هارا
Шиогама	شیئوگاما،
Ҳирадо	هیرادو،
Нагато	ناگاتو،
Чикума	چیکوما،
Мисава	میساوا،
Акаиуа	آکایوا،
Тонами	تونامی،
Ёшиногауа	یوشینوگاوا،
Аваҷи	هیوگو
Кашивара	کاشی‌وارا
Сумото	سوموتو،
Аиои	آیویی،
Ҳигашиматсушима	هیگاشی‌ماتسوشیما
Кудаматсу	کوداماتسو،
Готсу	گوتسو،
Ритто	ریتو،
Изумиотсу	ایزومی‌اوتسو
Уозу	اوئوزو،
Ясу	یاسو،
Татебаяши	تاته‌بایاشی
Асаго	آساگو،
Изунокуни	ایزونوکونی،
Огори	اوگوری،
Сукагава	سوکاگاوا،
Токи	توکی،
Токамачи	توکاماچی،
Гобо	گوبو،
Тамана	تامانا،
Соҷа	سوجا،
Уеноҳара	اوئنوهارا،
Санйоонода	سانیو-اونودا،
Шисо	شیسو،
Ниими	نی‌ایمی
Нишиноомоте	نیشینواوموته،
Янагава	یاناگاوا،
Гинован	گینووان،
Окегава	اوکه‌گاوا
Мотосу	موتوسو،
Сабае	سابائه،
Нанао	نانائو،
Сануки	سان‌اوکی
Тосу	توسو
Гото	گوتو،
Чирю	چیرو،
Ячимата	یاچیماتا،
Камаиши	کاماایشی،
Яватаҳама	یاواتاهاما،
Муроран	موروران،
Киёсе	کیوسه،
Акабира	آکابیرا،
Ако	آکو،
Дате	داته،
Куробе	کوروبه،
Мияко	میاکو،
Такаҳаши	تاکاهاشی،
Изу	ایزو،
Минамиашигара	مینامی‌آشیگارا
Ниҳонматсу	نیهون‌ماتسو
Саики	سایکی،
Аябе	آیابه،
Маибара	مایبارا،
Ашибетсу	آشی‌بتسو
Тамура	تامورا،
Такикава	تاکیکاوا،
Томиока	تومی‌اوکا
Нирасаки	نیراساکی،
Озу	اوزو،
Оҷия	اوجی‌یا
Минамиарупусу	مینامی-آروپوسو،
Ҳигашикагава	هیگاشی‌کاگاوا
Фуефуки	فوئه‌فوکی
Тендо	تندو،
Шимотсума	شیموتسوما،
Гоҷо	گوجو،
Юриҳонҷо	یوریهونجو،
Готенба	گوتنبا،
Миёши	میوشی،
Бунготакада	بونگوتاکادا،
Ҳанамаки	هاناماکی،
Ҳида	هیدا،
Нанё	نانیو،
Немуро	نمورو،
Фуҷиока	فوجی‌اوکا
Иё	ایو،
Катагами	کاتاگامی،
Такашима	تاکاشیما،
Тарумизу	تارومیزو،
Татсуно	تاتسونو،
Нанто	نانتو،
Касумигаура	کاسومیگائورا،
Ауа	آوا،
Ногата	نوگاتا،
Фукучияма	فوکوچی‌یاما
Обама	اوباما،
Ётсукаидо	یوتسوکایدو،
Шимабара	شیمابارا،
Сакаиде	ساکایده،
Такасаго	تاکاساگو،
Томе	تومه،
Гуҷо	گوجو،
Таҳара	تاهارا،
Наруто	ناروتو،
Ена	انا،
Атами	آتامی،
Ҳитачи-Омия	هیتاچی‌اومیا
Тамба	تامبا،
Ишиока	ایشی‌اوکا
Даисен	دایسن،
Шобара	شوبارا،
Шибуши	شیبوشی،
Явата	یاواتا،
Амами	آمامی،
Овасе	اوآسه،
Такаишӣ	تاکایشی،
Кикугава	کیکوگاوا،
Окая	اوکایا،
Фусса	فوسا،
Юкуҳаши	یوکوهاشی،
Санҷо	سانجو،
Коморо	کومورو،
Ҳашимото	هاشیموتو،
Косаи	کوسای،
Томигусуку	تومیگوسوکو،
Минамата	میناماتا،
Катсура	کاتوسورا،
Митсуке	میتسوکه،
Кашима, Ибараки	کاشیما، ایباراکی
Аясе	آیاسه،
Сусоно	سوسونو،
Киёсу	کیوسو،
Каминояма	کامینویاما،
Камиамакуса	کامی‌آماکوسا
Нака	ناکا،
Асаҳи	آساهی،
Кураёши	کورایوشی،
Кётанабе	کیوتانابه
Ики	ایکی،
Ибара	ایبارا،
Фукурои	فوکورویی،
Каҳоку	کاهوکو،
Сузака	سوزاکا،
Оги	اوگی
Ноширо	نوشیرو،
Ҳиоки	هیوکی،
Токонаме	توکونامه،
Кага	کاگا،
Нантан	نانتان،
Яме	یامه،
Итоман	ایتومان،
Зентсуҷи	زنتسوجی،
Китаҳирошима	کیتاهیروشیما،
Ҳаги	هاگی،
Амакуса	آماکوسا،
Сатсумасендаи	ساتسوماسندای،
Омура	اومورا،
Тенри	تنری،
Набари	ناباری،
Натори	ناتوری،
Арида	آریدا،
Номи	نومی،
Вараби	وارابی،
Сакура	ساکورا،
Шибукава	شیبوکاوا،
Кока	کوکا،
Сунагава	سوناگاوا،
Окава	اوکاوا،
Отаке	اوتاکه،
Ашия	آشیا،
Куриҳара	کوریهارا،
Акитаката	آکیتاکاتا،
Коматсушима	کوماتسوشیما،
Китамото	کیتاموتو،
Уннан	اون‌نان
Рикузентаката	ریکوزنتاکاتا،
Ҳидака	هیداکه،
Ҳекинан	هکینان،
Ёкоте	یوکوته،
Тсуруга	تسوروگا،
Тсугару	تسوگارو،
Намерикауа	نامه‌ریکاوا
Оно	اونو،
Такео	تاکه‌ئو
Какуда	کاکودا،
Мутсу	موتسو،
Румои	روموی،
Морияма	موری‌یاما
Накатсу	ناکاتسو،
Коши	کوشی،
Китаката	کیتاکاتا،
Ҳанноу	هان نو،
Шикокучуо	شیکوکوچوئو،
Мимасака	میماساکا،
Одате	اوداته،
Отсуки	اوتسوکی،
Ига	ایگا،
Мики	میکی،
Мунаката	موناکاتا،
Касама	کاساما،
Бизен	بیزن،
Офунато	اوفوناتو،
Ҳамура	هامورا،
Акируно	آکیرونو،
Вакканаи	واکانای،
Шима	شیما،
Аки	آکی،
Нисшин	نیسشین،
Ебино	ابینو،
Ина	اینا،
Куҷи	کوجی،
Монбетсу	مومبتسو،
Яита	یایتا،
Сеиё	سییو،
Тсушима	تسوشیما،
Юзава	یوزاوا،
Кушима	کوشیما،
Сузу	سوزو،
Ҳитачиота	هیتاچی‌اوتا
Шиоҷири	شیوجیری،
Каизу	کایزو،
Ога	اوگا،
Оябе	اویابه،
Фучу, Ҳирошима	فوجو، هیروشیما
Ками	کامی،
Итако	ایتاکو،
Яматотакада	یاماتوتاکادا،
Геро	گرو،
Инашики	ایناشیکی،
Фукутсу	فوکوتسو،
Уташинаи	اوتاشینای،
Накама	ناکامه،
Уто	اوتو،
Минамиауаҷи	مینامی‌آواجی
Бунгооно	بونگو-اونو،
Тсубаме	تسوبامه،
Шибата	شیباتا،
Ширакава	شیراکاوا،
Иида	ایدا،
Кобаяши	کوبایاشی،
Госен	گوسن،
Яманаши	یاماناشی،
Ушику	اوشیکو،
Укиҳа	اوکیها،
Тоон	تواون،
Ибусуки	ایبوسوکی،
Сеттсу	ستسو،
Осакасаяма	اوساکاسایاما،
Сусаки	سوساکی،
Тосашимизу	توساشیمیزو،
Иванума	ایوانوما،
Овариасаҳи	اواری‌آساهی
Ҳикари	هیکاری،
Мино, Гифу	مینو، گیفو
Уваҷима	اهیمه
Саито	سایتو،
Ҳитоёши	هیتویوشی،
Мизуҳо	میزوهو،
Тагаҷо	تاگاجو،
Катсураги	کاتسوراگی،
Конан	کونان،
Инабе	اینابه،
Тсуругашима	تسوروگاشیما،
Ҳамада	هامادا،
Камогава	کاموگاوا،
Шиманто	شیمانتو،
Тоёока	تویواوکا،
Бандо	باندو،
Куроиши	کوروایشی،
Широи	شیروی،
Бибаи	بیبای،
Сома	سوما،
Азумино	آزومینو،
Ҷосо	جوسو،
Саикаи	سایکای،
Нумата	نوماتا،
Фурано	فورانو،
Ҳасуда	هاسودا،
Чикуго	چیکوگو،
Широиши	شیروایشی،
Ҳигашиматсуяма	هیگاشی‌ماتسویاما
Товада	توادا،
Фуҷиёшида	فوجی‌یوشیدا
Тамано	تامانو،
Иияма	اییاما،
Томисато	تومیساتو،
Томи	تومی،
Рюгасаки	ریوگاساکی،
Микаса	میکاسا،
Китсуки	کیتسوکی،
Тоса	توسا،
Кикучи	کیکوچی،
Мока	موکا،
Ичикикушикино	ایچیکی‌کوشیکینو،
Канума	کانوما،
Ёнезава	یونه‌زاوا
Етаҷима	اتاجیما،
Комае	کومائه،
Яматокорияма	یاماتوکوری‌یاما،
Уса	اوسا،
Наго	ناگو،
Зуши	زوشی،
Агано	آگانو،
Мураками	موراکامی،
Уки	اوکی،
Ҳашима	هاشیما،
Нагаокакио	ناگائوکاکیو،
Чита	چیتا،
Макуразаки	ماکورازاکی،
Кашивазаки	کاشیوازاکی،
Танабе	تانابه،
Ито	ایتو،
Китаками	کیتاکامی،
Комагане	کوماگانه،
Ҳита	هیتا،
Камеяма	کامه‌یاما
Госе	گوسه،
Сетоучи	ستوئوچی،
Чино	چینو،
Мизунами	میزونامی،
Имари	ایماری
Миязу	میازو،
Мима	میما،
Таку	تاکو،
Енива	انیوا،
Миҳара	میهارا،
Сукумо	سوکومو،
Асо	آسو،
Бузен	بوزن،
Каизука	کایزوکا،
Ҳигашине	هیگاشینه،
Канонҷи	کان‌اونجی
Конан, Кочи	کونان، کوچی
Ҳакуи	هاکویی،
Ҷоё	کیوتو
Накатсугава	ناکاتسوگاوا،
Нагаи	ناگای،
Минокамо	مینوکامو،
Ничинан	نیچینان،
Арао	آرائو،
Кумано	کومانو،
Касаи	کاسای،
Ҳаню	هانیو،
Ҳаннан	هان نان،
Муко	موکو،
Кётанго	کیوتانگو،
Ҳими	هیمی،
Такаҳама	تاکاهاما،
Тоёаке	تویوآکه،
Шингу	شینگو،
Нишиваки	نیشی‌واکی
Вулусволии Дарвози Боло	ولسوالی دروازه بالا
Тагоб	تگاب
вулусволии Кӯҳистон	ولسوالی کوهستان
Вахон	واخان
Вулусволии Пағмон	ولسوالی پغمان
вулусволии Гайён	ولسوالی گیان
вулусволии Гардез	ولسوالی گردیز
Куф Об	کوف‌آب
Арғанҷ Хво	ارغنج‌خواه
Шаҳри Бузург	شهر بزرگ
Дараим	درایم
Кишим	کشم
Зебок	زیباک
Шекаи	شکی
вулусволии Панҷвоӣ	ولسوالی پنجوائی
Хвоҳон	خواهان
Вардуҷ	وردوج
Моимаи	مایمی
Кобул	کابل
Курон Ва Мунҷон	کران و منجان
Ямгон	یمگان
Ноҳияи	یاوان
Яфтали Суфла	یفتل پایین
Ҷурм	جرم
Аргу	ارگو
вулусволии Спера	ولسوالی سپیره
Ишкошим,	اشکاشم
Файзобод	فیض‌آباد
Тишкон	تیشکان
Хош	خاش
Роғистон	راغستان
Шиғнон	شغنان
Балх	بلخ
Баҳорак	بهارک
Пойгоҳи Нерӯи Ҳавоии Макконнел	پایگاه نیروی هوایی مک‌کونل
Пойгоҳи нерӯе ҳаво дувр	پایگاه نیروی هوایی دوور
Пойгоҳи нерӯ ҳаво робинз	پایگاه نیرو هوایی رابینز
Пойгоҳи Нерӯи Ҳавоии Лафлин	پایگاه نیروی هوایی لفلین
Пойгоҳи нерӯе ҳаво моинт	پایگاه نیروی هوایی ماینت
Фурудгоҳи саҳро ҳрлбрт	فرودگاه صحرایی هرلبرت
Пойгоҳи нерӯ ҳаво скот	پایگاه نیرو هوایی سکات
Пойгоҳ нерӯ ҳаво ван‌дан‌барг	پایگاه نیرو هوایی ون دن برگ
Пойгоҳи нерӯе ҳаво бел	پایگاه نیروی هوایی بیل
Пойгоҳи нерӯе ҳаво муди	پایگاه نیروی هوایی مودی
Донишгоҳи Калифорния Дейвис	دانشگاه کالیفرنیا، دیویس
Пойгоҳи шикор ондруз	پایگاه شکاری اندروز
Пойгоҳ нируҳуоии тиндол	پایگاه نیروهوایی تیندال
Пойгоҳи нерӯе ҳаво кломбс	پایگاه نیروی هوایی کلامبس
Пойгоҳ нерӯе ҳаво ройт-птрсун	پایگاه نیروی هوایی رایت-پترسون
