аамм	اعم
мухосим	مخاصم
мухотаб	مخاطب
мухотиб	مخاطب
мухотира	مخاطره
мухталл	مختل
мухталит	مختلط
мухталиф	مختلف
мухталифзабон	مختلف زبان
мухталифӣ	مختلفي
мухтараъ	مخترع
мухтареъ	مخترع
мухтасс	مختص
мухтасар	مختصر
мухтасаран	مختصراً
мухтафӣ	مختفي
мухтӣ	مخطي
мухтор	مختار
мухторият	مختاريت
муҳаббат	محبت
муҳаббатнок	محبت ناک
муҳаббатомез	محبت آميز
муҳаббатпарвар	محبت پرور
муҳаввал	محول
муҳаввата	محوطه
муҳаввис	مهوس
муҳаддаб	محدب
муҳаддис	محدث
муҳайё	مهيا
муҳаққар	محقر
муҳаққиқ	محقق
муҳаққиқона	محققانه
муҳалло	محلّي
муҳаммадӣ	محمدي
муҳандам	مهندم
муҳандис	مهندس
муҳандисӣ	مهندسي
муҳаннад	مهنّد
муҳанно	مهنّا
муҳаррам	محرّم
муҳаррик	محرک
муҳарриқ	محرّق
муҳаррир	محرّر
муҳаррирӣ	محرري
муҳарро	مهرا
муҳассал	محصل
муҳассан	محسن
муҳассил	محصل
муҳассилона	محصلانه
муҳиб	مهيب
муҳибб	محب
муҳиббона	محبانه
муҳиққ	محق
муҳил	محيل
муҳйи	موحيي
муҳим	مهم
муҳиммот	مهمات
муҳит	محيط
муҳитшиносӣ	محيط شناسي
муҳобот	محابات
муҳовара	محاوره
муҳозӣ	محاذي
муҳокима	محاکمه
муҳокимаронӣ	محاکمه راني
муҳокимашуда	محاکمه شده
муҳоқ	محاق
муҳоландеш	محال انديش
муҳориб	محارب
муҳориба	محاربه
муҳосиб	محاسب
муҳосиба	محاسبه
муҳосибот	محاسبات
муҳосира	محاصره
муҳот	محاط
муҳофиз	محافظ
муҳофиза	محافظه
муҳофизакор	محافظه کار
муҳофизакорӣ	محافظه کاري
муҳофизат	محافظت
муҳофизатгар	محافظتگر
муҳофизаткунанда	محافظت کننده
муҳофизатчӣ	محافظتچي
муҳоҷир	مهاجر
муҳоҷират	مهاجرت
муҳоҷирӣ	مهاجري
мучал	موچل
муччӣ	مچي
муҷаад	مجعد
муҷавваз	مجوز
муҷавваф	مجوف
муҷаддад	مجدد
муҷаддадан	مجدداً
муҷаддар	مجدر
муҷаддид	مجدد
муҷаз	موجز
муҷазбаён	موجز بيان
муҷазбаёнӣ	موجز بياني
муҷаззиб	مجذّب
муҷаззо	مجزّا
муҷаллад	مجلد
муҷарраб	مجرّب
муҷаррад	مجرّد
муҷаррадӣ	مجردي
муҷаррадона	مجرّدانه
муҷассам	مجسم
муҷассама	مجسمه
муҷассамасоз	مجسمه ساز
муҷассамасозӣ	مجسمه سازي
муҷассас	مجصص
муҷаҳҳаз	مجهز
муҷиб	مجيب
муҷиддона	موجدانه
муҷмал	مجمل
муҷмалӣ	مجملي
муҷоб	مجاب
муҷовир	مجاور
муҷодил	مجادل
муҷодила	مجادله
муҷозиба	مجاذبه
муҷозот	مجازات
муҷомиат	مجامعت
муҷоҳид	مجاهد
муҷоҳида	مجاهده
муҷрим	مجرم
муҷрӣ	مجري
муҷро	مجرا
муҷтабо	مجتبا
муҷтамаъ	مجتمع
муҷтас	مجتث
муҷтаҳид	مجتهد
муш	موش
мушаббак	مشبک
мушаббаҳ	مشبه
мушаббаъ	مشبع
мушавваш	مشوش
мушаввашӣ	مشوشي
мушаввашона	مشوشانه
мушаввашхаёл	مشوش خيال
мушаввашхотир	مشوش خاطر
мушаввашхотирӣ	مشوش خاطري
мушаддад	مشدد
мушак	موشک
мушакандоз	موشک انداز
мушакбезӣ	موشک بزي
мушакбоз	موشک باز
мушакбозӣ	موشک بازي
мушакборон	موشک باران
мушакпаронӣ	موشک پراني
мушанг	مشنگ
мушарраф	مشرف
мушахта	مشخته
мушаххас	مشخص
мушаххасот	مشخصات
мушаҷҷар	مشجر
мушаъбид	مشعبد
мушаъбидӣ	مشعبدي
мушаъшаъ	مشعشع
мушбурут	موش بروت
мушгир	موشگير
мушгирак	موشگيرک
мушдандон	موش دندان
мушзада	موش زده
мушир	مشير
мушклак	مشکلک
мушк	مشک
мушкак	مشکک
мушкафшонӣ	مشک افشاني
мушкбед	مشک بيد
мушкбез	مشک بيز
мушкбезӣ	مشک بيزي
мушкбор	مشک بار
мушкдона	مشک دانه
мушкдум	مشکدم
мушкил	مشکل
мушкилбаён	مشکل بيان
мушкилбаёнӣ	مشکل بياني
мушкилгузар	مشکل گذر
мушкилифшо	مشکل افشا
мушкилӣ	مشکلي
мушкилкушо	مشکل کشا
мушкилот	مشکلات
мушкилписанд	مشکل پسند
мушкилписандӣ	مشکل پسندي
мушкилтарбия	مشکل تربيه
мушкилтарошӣ	مشکل تراشي
мушкилфаҳм	مشکل فهم
мушкин	مشکين
мушкинбӯй	مشکين بوي
мушкинкаманд	مشکين کمند
мушкинкулола	مشکين کلاله
мушкинмӯй	مشکين موي
мушкинрақам	مشکين رقم
мушкинхол	مشکين خال
мушкиншамоил	مشکين شمايل
мушкистон	مشکستان
мушкӣ	مشکي
мушкмолӣ	مشک مالي
мушкмонанд	مشک مانند
мушкмӯй	مشک موي
мушкнакҳат	مشک نکهت
мушкранг	مشک رنگ
мушкрез	مشکريز
мушксой	مشکساي
мушкушак	موش کشک
мушкӯй	مشکوي
мушкфишон	مشک فشان
мушкфурӯш	مشک فروش
мушкхез	مشک خيز
мушкшикан	مشک شکن
мушқапак	موش قپک
мушмула	مشمله
мушобеҳ	مشابه
мушобеҳат	مشابهت
мушовара	مشاوره
мушовир	مشاور
мушовира	مشاوره
мушоиат	مشايعت
мушоира	مشاعره
мушокил	مشاکل
мушол	مشال
мушона	مشانه
мушокират	مشاکرت
мушоҳид	مشاهد
мушоҳида	مشاهده
мушоҳидакор	مشاهده کار
мушоҳидакорӣ	مشاهده کاري
мушоҳидакунанда	مشاهده کننده
мушояат	مشايعت
мушрик	مشرک
мушрикӣ	مشرکي
мушриф	مشرف
мушт	مشت
мушта	مشته
муштабаҳ	مشتبه
муштабеҳ	مشتبه
муштағил	مشتغل
муштак	مشتک
муштакгирӣ	مشتک گيري
муштакӣ	مشتکي
муштакнавард	مشتک نورد
муштақ	مشتق
муштақот	مشتقات
муштамил	مشتمل
муштарак	مشترک
муштаракона	مشترکانه
муштаракулманофеъ	مشترک المنافع
муштариахлоқ	مشتري اخلاق
муштарибахт	مشتري بخت
муштаридор	مشتري دار
муштарик	مشترک
муштариораз	مشتري عارض
муштарирӯй	مشتري روي
муштарӣ	مشتري
муштафшор	مشت افشار
муштаҳар	مشتهر
муштбардорӣ	مشت برداري
муштборон	مشت باران
муштзан	مشت زن
муштзанӣ	مشت زني
муштзӯр	مشت زور
муштзӯрӣ	مشت زوري
муштипар	مشت پر
мушткорӣ	مشت کاري
мушткӯбӣ	مشت کوبي
муштмол	مشت مال
муштмолӣ	مشت مالي
муштоқ	مشتاق
муштоқӣ	مشتاقي
муштоқона	مشتاقانه
муштранда	مشت رنده
муштҷанг	مشت جنگ
мушунг	مشنگ
мушфиқ	مشفق
мушфиқӣ	مشفقي
мушфиқона	مشفقانه
мушхона	موش خانه
мушхор	موش خار
мушхӯрда	موش خورده
мушҳалак	موش هلک
муяссар	ميسر
мӯ	مو
мӯбад	موبد
мӯд	مود
мӯдшуда	مودشده
мӯён	مويان
мӯж	موژ
мӯза	موزه
мӯзадор	موزه دار
мӯзадӯз	موزه دوز
мӯзадӯзӣ	موزه دوزي
мӯзапӯш	موزه پوش
мӯзард	موزرد
мӯзаҷаллоб	موزه جلاب
мӯин	موئين
мӯина	موئينه
мӯинавор	موئينه وار
мӯинафурӯш	موئينه فروش
мӯинафурӯшӣ	موئينه فروشي
мӯй	موي
мӯйбанд	موي بند
мӯйбофӣ	موي بافي
мӯйгирӣ	موي گيري
мӯйдароз	موي دراز
мӯйдор	موي دار
мӯйзард	موي زرد
мӯйканӣ	موي کني
мӯйканон	موي کنان
мӯйкашон	موي کشان
мӯйқалам	موي قلم
мӯйлаб	موي لب
мӯйлабгирӣ	موي لب گيري
мӯйлабдароз	موي لب دراز
мӯйлабдор	موي لب دار
мӯйлабӣ	موي لبي
мӯйлабсафед	موي لب سفيد
мӯйлабсиёҳ	موي لب سياه
мӯймиён	موي ميان
мӯймонда	موي مانده
мӯйпарешон	موي پريشان
мӯйраг	موي رگ
мӯйрезӣ	موي ريزي
мӯйрехта	موي ريخته
мӯйсар	موي سر
мӯйсаргир	موي سرگير
мӯйсаргирӣ	موي سرگيري
мӯйсаргирон	موي سرگيران
мӯйсартарошӣ	موي سرتراشي
мӯйсафед	موي سفيد
мӯйсафедӣ	موي سفيدي
мӯйсиёҳ	موي سياه
мӯйчинак	موي چينک
мӯкалла	موکلّه
мӯқалам	موقلم
мӯл	مول
мӯла	موله
мӯлидан	موليدن
мӯлӣ	مولي
мӯломӯл	مولامول
мӯлтонӣ	مولتاني
мӯлҷар	مولجر
мӯмиё	موميا
мӯнис	مونس
мӯр	مور
мӯрд	مورد
мӯриёна	موريانه
мӯрӣ	موري
мӯрмиён	مورميان
мӯрсон	مورسان
мӯрча	مورچه
мӯрчагир	مورچه گير
мӯрчал	مورچل
мӯрчамиён	مورچه ميان
мӯрчахона	مورچه خانه
мӯсафед	موسفيد
мӯсафедӣ	موسفيدي
мӯсиёҳ	موسياه
мӯхушккунак	موخشکنک
мӯҳдас	محدث
мӯҳлат	مهلت
мӯҳлатдор	مهلت دار
мӯҳлик	مهلک
мӯҳмал	مهمل
мӯҳмала	مهمله
мӯҳмалот	مهملات
мӯҳр	مهر
